,idx,class,conversation,Augmentation
916,3721,갈취 대화,"뒤로 횡령하신 전적이 있으시던데?
어디서 뭘 봤는지 모르겠지만 잘못 봤어.
동료는 알고 있습니까?
.괜한 짓 하지 마.
괜한 짓이라뇨. 상부상조 하자는 거죠.
뭘 원하는 거야?
아니. 따로 빼둔 돈을 홀라당 다 잡수진 않았을 거 아냐.
없어. 빚 갚는 데 썼다고.
빚은 형수네 재단에서 해결해준 거 아닌가? 빼지 말고 좀 나눠 먹읍시다!
먹고 죽을래도 없어.",
917,3725,갈취 대화,"지수야 나 부모님 생신 선물 사는데 돈 좀 빌려주라 .
미안해 . 나도 돈이 없어 
야 너네 집 잘 살잖아 무슨 돈이 없어
아니야 . 나도 용돈 타서 쓰는건데 요번엔 돈 나갈 일이 많았어.
그럼 부모님한테 용돈 달라고 하면 되지
그래 지수야 친구 위햐서 그런것도 못해줘 ??
아무리 그래도 
에이 . 돈 잘 갚아 걱정마
어 우리집 잘 살아 근데 내가 부모님 돈 안받고 선물 드리고 싶어서 그래 한번만 
그래도 아닌거 같은데 .",
918,3737,갈취 대화,"야!.야!야야!!
네?
너 몇학년이야?
1학년이요.
1학년? 선배가 부르는데 대답을 똑바로 안해?
무슨 일때문에 그러세요.
아 내가 갑자기 출출해져서 밥좀 사먹어야하는데 돈이 없네?
아. 제가 돈이 없는데.
그래?
네. 돈이 없어요.
그럼 찾아서 나오면 10원에 한대씩이다?","야! 야! 야! 야!!
ㅇ?
너 몇학년이야?
1학년입니다.
1학년? 선배가 부르는데도 답장을 제대로 안해?
무슨 일로 그러시나요?
아, 내가 갑자기 출출해서 밥을 먹어야 하는데 돈이 없네?
H. 난 돈이 없는데.
그래?
네, 돈이 없어요.
그럼 찾아서 나오면 10원에 한 대씩이다?"
919,3749,갈취 대화,"아버지 땅팔아서 제가 돈 드린다니까요
 이건 안된다
 지금 시세보다 높게 쳐준대요
 아무리 그래도 그렇지 정신차리거라
 아버지!! 이번 기회 놓치면 우리는 계속 이시궁창신세에요
이 시궁창에서도 다 애들 키워내고 살았다
아 제발요 시궁창에서 자란 애들이 뭐 얼마나 깨끗하고 잘자랐겠어요?
 정신차려라!!!! 
노인네 나이드니 아집만 세져서 제가 가지고 갈테니 그리 아세요
네이놈 안된다!","아빠, 땅을 팔고 내가 돈을 줄게요
이것은 안 된다
지금 시세보다 높게 평가해 준다고 합니다
아무리 그래도 그래, 정신 차려
아빠!! 이번 기회를 놓치면 저희는 계속 이시근찬입니다
이 도랑 속에서도 모두 아이를 길러 냈다
아, 제발요, 우당탕탕에서 자란 아이들이 얼마나 예쁘고 잘 자랐다고 생각하세요?
정신차려!!!!
노인의 나이가 들면 아집만 강해져 제가 가져갈 테니까 그렇게 하세요
너 안 돼!"
920,3756,갈취 대화,"꼬맹아 일루 와봐
 저요?
 그럼 너 밖에 더 있니?
 왜 부르셨어요?
 너 돈 좀 있니?
 아뇨 없어요
 웃기지마 너 아까 주머니에 천원짜리 넣는 거 봤거든?
 그건 책 값이에요
 책 값은 돈 아니냐? 내 놔
 아 저 책 못사면 선생님한테 혼나요
 나한테 혼나는 건 안 무섭고?
 .드릴게요
 옳지 잘 가라","꼬마야, 이리 와
저요?
그럼 너 밖에 더 있어?
왜 부르셨어요?
너 돈 좀 있어?
아니요, 없어요.
웃기지 마. 너 아까 주머니에 천원짜리 넣는 거 봤어?
그것은 책값입니다
책값은 돈 아니야? 놔라
아, 저는 책을 사지 못하면 선생님께 혼납니다
나한테 혼나는 건 무섭지 않아?
드립니다
좋아, 그럼 안녕"
921,3757,갈취 대화,"야 너 이리와봐 새끼야
허참 이 사람이 어딜 도망치려고
아 진짜 아저씨 저 돈 없어요 딴 사람한테 가서 말하면 안되나요?
어이가 없네
야 너 상황판단이 안돼? 지금 우리가 장난 치는걸로 보여?
그래 지금 내가 돈까지 뺐기면 어처피 살수가 없지 이판사판이다
이 겁대가리 없는 자식이 맞을려고
죄송합니다. 죄송해요 때리지 말아주세요 다 드릴게요
야 우리가 영화찍는걸로 보이냐? 넌 오늘 돈 더 뜯길 줄 알아","야, 오빠. 이리 와, 아가야
거참 이 사람이 어디로 도망치려 하는가
아, 진짜 삼촌. 제가 돈이 없어요 다른 사람에게 가서 말하면 안 되나요?
어이가 없네
야, 너 상황 판단을 못해? 지금 우리가 장난치는 것처럼 보여?
그래 지금 내가 돈까지 따면 어떻게 해도 못 사겠어
이 겁낼 리 없는 놈이 맞으려다가
죄송합니다. 미안해요。 때리지 마세요. 전부 드립니다
야, 우리가 영화 찍는 것처럼 보이니? 너는 오늘 돈을 더 많이 벌 수 있어"
922,3772,갈취 대화,"잠깐 저쪽으로 같이 좀 갈까
네? 저요?
너말거 또 있냐 조용히 따라와
무슨일로.
얼마있냐
네? 뭐가요?
이 자식이 있는 돈 얼마냐구
돈 없는데요.
나오면 맞는다.
만원 이거 엄마 갖다 드려야 하는건데
엄마 못보게 해줄까. 얼른 넣고 가라","잠깐 저쪽으로 같이 갈까
어? 저요?
너 아직 할 말이 있어? 조용히 따라와
무슨 일로.
얼마 있느냐
어? 뭐가요?
이 녀석의 가진 돈은 얼마냐
돈 없어요.
나오면 맞아.
1만원 이거 엄마한테 가져가야 되는데
엄마가 못 보게 해줄까? 빨리 들여보내라"
923,3780,갈취 대화,"빌린돈 언제 갚을건데
조만간갚겟습니다 3달만 시간을주세요
그건좀 곤란한데 
지금 돈구하기위해 알바하고있습니다.
그건 니사정이지 이번달 알바한다고 천만원 줄수잇어?
차근차근 한달씩 갚겠습니다 한번만 봐주세요
좋아 그말함 믿어보지 그럼한달씩 이자포함해서 400씩 내놔
아니 무슨 이자가 3달동안 200이나 합니까? 너무하신거아니에요
이자물기 시르면 좋은말할때 당장 천만원갚아
웃기지말라해 법장이자대로는 못줘","빌린돈 언제 갚니
가까운 시일 내에 돌려 드리겠습니다 3개월만 시간을 주세요
그건 좀 곤란한데
지금 돈을 구하기 위해 아르바이트를 하고 있습니다.
그건 네 사정이야. 이번 달에 아르바이트하니까 천만원 줄 수 있어?
차례대로 한달씩 갚겠습니다 한번만 봐주세요
좋아, 그 말 믿어볼게. 그러면 한 달씩 이자 포함해서 400씩 내고
아니, 이자가 왜 3개월 동안 200이나 해요? 너무한거 아닌가요
이자 내기 싫으면 좋은 말 할 때 바로 천만원 돌려주고
'웃기지 말라'며 법장이 제멋대로 할 수는 없다"
924,3782,갈취 대화,"아재? 나 돈 좀 쪼까조바
누구신데 .
오늘 또 피바람 불것네. 성질 죽이고 사는디
아니 왜 그런건지.요.
쓰발쉐이가 정신못차리지?? 
돈이 없는데요
나도 없고 너도없고?? 그럼 누가 돈을 가져와야되? 나여?너여? 이 십장생이야
얼마나.가져.오면.
뭘 쳐물어. 아갈통을 부셔버릴라만. 니가 안맞아봐서 구라제? 오늘 좀 맞자.
아아 아닙니다.","아재? 나 돈 좀... 쪼까쪼바
누구세요?
오늘 또 피바람이 불겠네. 분노를 죽이고 살아가는데
아니, 왜요?
투발루쉐는 제정신이 아니지??
돈이 없는데요
나도 없고, 너도 없어?? 그럼 누가 돈을 가져와야 하는거야? 저요? 당신입니까? 이 십장생이야
얼마나. 들고 있어. 오면.
뭘 물어보냐. 산산이 부서져 버려라. 당신이 맞은 적이 없으니까, 크라제? 오늘은 좀 때리자.
아, 아니에요."
925,3790,갈취 대화,"지수야 나 미술학원 다니는데 재료 살 돈이 없어. 5만원만 빌려주라
안돼. 용돈 그럼 없단 말이야.
아. 그래도 지수야 나 진짜 밥 사먹을 돈도 아껴도 5만원이 비어.
정말 미안한데. 나 진짜 돈이 없어.
나도 그러잖아. 내가 더 빠듯해 돈 좀 빌려줘 너는 예체능 아니잖아 빌려주라
안돼. 정말 미안.
야. 좀 너무한거 아니야? 친구는 밥 먹을 돈도 아껴가면서 하는데 좀 빌려주지 그렇게 빌려주기 어렵냐?
아니 그게 아니라 빌려주면 나는 어떻게 벼티라고.
최대한 빨리 갚을게 그럼 되는거잖아 빨리 갚을테니까 좀 빌려줘.
알겠어.","지수야, 나는 미술 학원에 다니는데 재료 살 돈이 없어. 5만원만 빌려 주게
안돼 그럼 용돈은 없는거야.
H. 그래도 지수야, 나는 진짜 밥 먹을 돈도 아껴도 5만원이 비는 거야.
진짜 미안한데. 나는 정말 돈이 없어.
나도 그렇잖아. 내가 더 빠듯해. 돈 빌려줘. 당신은 예체능이 아니니까 빌려줘
안돼 정말 미안해.
좀 심한 거 아니야? 친구들은 밥 먹을 돈도 아끼면서 하는데 좀 빌려주면 되지 그렇게 빌려주기 힘들어?
아니, 그게 아니라 빌려주면 나는 어떻게 볏단이라고 그래.
최대한 빨리 갚을게. 그렇게 하면 되잖아 빨리 갚을 테니까 좀 빌려줘.
알겠다。"
926,3791,갈취 대화,"어! 너 매점가? 가는 길에 내꺼도
 그래. 뭐 사다줄까?
 난 빵이랑 우유. 여기 천원
 빵이랑 우유 다하면 천원 넘는데
 몰라 천원줬으니 잘 사와
 아니 돈이 부족하잖아
 빵 우유사고 거스름돈 700원 남겨와
 아니 어떻게 거스름돈을 남겨와
 남겨오라면 남겨와. 계속 빵셔틀하기 싫으면
 알았어.","아! 너 매점이? 가는길에 내것도
그러게 뭐 사줄까?
나는 빵이랑 우유. 여기 천원
빵이랑 우유랑 다 넣으면, 1000원이 넘는데
모르겠어。 천원 줬으니까 사와
아니, 돈이 부족하잖아
빵우유 사가지고 거스름돈 700원 남겨와
아니, 어떻게 거스름돈을 남기고 오냐
남기고 오라면 남기고 오렴. 계속 빵셔틀 하기 싫으면
알겠다."
927,3795,갈취 대화,"야 돈 내놔라
아니 싫어요 제가 왜요
너 살기 싫어?
아니 왜 그러시는 데요 대체
야 범죄에 이유가 있냐 내가 돈이 필요해서 그렇지
야 이 나쁜 새끼야
아나 이거 일단 맞아야 겠네
아파 아파요 그만
야 빨랑 돈 내놔
네 여기요 됐죠
더 내놔 임마 더 있잖아 다 알아",
928,3801,갈취 대화,"어이 꼬마.
저. 저말인가요??
그래 너말야.
왜. 부르시나요?
일로 와봐.
알겠습니다. 근데 왜 부르셨나요?
너 손목에 좋은거 차고 다니네?
앗.
좋은말로 할 때 내놔.
네.","야, 아가야.
저, 저 입니까??
그래, 너 말이야.
왜요? 부르셨습니까?
이리 와.
알겠습니다. 그런데 왜 부르셨어요?
너 손목에 좋은 거 차고 있네?
아.
좋은 말 할 때 내놔.
네。"
929,3805,갈취 대화,"나 이거 하나만사주라
어.?
이거 먹고싶어서 하나만 사주라
저번에도 사줬잖아
저번은 저번이고 나 지금 먹고싶어
나 돈이.
너 오늘 용돈 받는 날이잖아
.
오늘 사주면 내가 담에 꼭 사줄게
알겠어.","나한테 이거 하나만 사줘
엥?
이것이 먹고 싶어서 하나만 사 주게
저번에도 사줬잖아
저번에는 이 앞에서 나 지금 먹고 싶어
나 돈이.
너 오늘 용돈 받는 날이잖아
.
오늘 사 주면 다음에는 꼭 사줄게
알겠다。"
930,3806,갈취 대화,"야 이자식아. 너 거기서.
 네? 저요?
 그래 너. 어디서 쪼끄만게 명품백을 들고다녀?
 이거 가짜에요.
 이정도 들고다닐정도면 돈좀 있겠네. 좀 내놔봐.
 저 없어요.
 이 자식이 구라치네? 야 뒤져봐.
 보세요. 주머니에도 없어요.
 이새끼 그지새끼네? 핸드폰이라도 내놔
 그건 안되요.
 뭐가안돼? 됐으니까 이제 꺼져.
 돌려주세요.","야, 얘. 오빠 거기서.
어? 저요?
그래, 오빠. 어디서 작은 명품 가방을 들고 다녀?
이것은 가짜입니다.
이 정도 가지고 다닐 정도면 돈은 좀 있겠다. 좀 꺼내봐.
저는 없습니다.
얘가 거짓말을 하는구나? 야, 찾아봐.
봐주세요。 주머니에도 없어요.
이놈의 새끼, 이놈의 새끼네? 휴대폰이라도 꺼내라
그건 안 돼요.
뭘 못해? 됐어, 이제 사라져.
돌려주세요."
931,3807,갈취 대화,"선호야 안된다 그건 안된다
에이 씨발 내가 이거보다 몇배로 벌어오겠다고
그건 니 동생 등록금이야 제발
엄마 나 한번만 믿어줘봐
선호야 제발
내가 이거하루만이면 몇배로 불려올수 있어
제발 이건 안돼 니동생 대학은 보내야지
아이씨 대학은 내년에도 갈수있는데 대박의 기회는 오늘이 아니면 안온다고! 정보가 확실해
선호야 제발
비켜 엄마라도 안봐줘 비키라고
선호야
나만 믿어 몇배로 가져올테니 나 가네","소노는 안된다 그것은 안된다
진짜! 내가 이거보다 몇 배 더 벌어온다고
그건 네 동생의 수업료야. 부탁이야.
엄마 나 한번만 믿어봐요
성호야 제발
내가 이걸 하루에 몇 배나 늘릴 수 있어
제발 이건 안 돼. 동생을 대학에 보내지 않으면
아이씨 대학은 내년에도 갈 수 있는데, 대박의 기회는 오늘이 아니면 안온대! 정보가 분명하다
성호야 제발
비켜, 엄마도 안 봐줘. 비켜달라고
성호야
나만 믿어. 몇 배나 가지고 올 테니까 나갈게"
932,3815,갈취 대화,"야 오늘은 내 생일이다
야 오늘 내가 생일선물 가져왔어 여기
이야 이제 눈치 선수고만 야 너는 줄 거 없냐?
나는 줄 게 없는데 미안
없어? 왜 없어 때리면 나오냐?
미안 내가 다음에 줄게
다음에? 이새끼 아직도 정신을 못 차렸네
야 빨리 줘라 그냥 가 기분 나쁘대잖냐
야 10초 준다 빨리 내놔라
여기 있어 때리지만 말아줘","야, 오늘 내 생일이야
야, 오늘 내가 생일 선물을 가져왔어. 여기다가
아니 이제 눈치 보는 선수들 뿐이야. 너는 줄거 없어?
나는 줄 게 없는데 미안해
없어? 왜 없어? 때리면 나오는 거야?
미안 다음에 줄게
다음에? 아직 제정신이 아니네
야, 빨리 줘. 그냥 가. 기분이 나쁘다고 하잖아
야, 10초 줄게. 빨리 내놔
여기 있어. 때리기만 하는 게 아니라"
933,3820,갈취 대화,"야. 그래 너 말이야 너. 잠깐 얼굴좀 볼까?
왜 그러세요??
그냥 오라면 올것이지 뭘 물어볼게 그리 많아. 야 돈 좀 있냐?
아니요 진짜 한 푼도 없어요.
한 푼도 없으면 뭐 끝나냐? 저기 편의점 보이지? 가서 돈 뽑아오는 성의정도는 보여야지. 
딱 5만원만 드리면 넘어가주실건가요.
시발 요즘 세상에 5만원을 누구 코에 붙이냐? 누굴 거지새끼로 보나. 그래 쇼부 치자 딱 100만원만 뽑아와.
100이나요? 월급까지 2주나 남았는데 50만원만 뽑아드리면 안될까요?
누굴 호구로 보나. 뒤지게 쳐맞고 병원비로 다 꼴고싶냐? 난 합의 안보고 한번 들어갔다 오면 그만이야. 편의점 쳐 들어가서 허튼짓거리 하는 기색 보이면 그 날이 제삿날인줄 알아라.
제발 조금만 줄여주세요.","야, 그래, 여보야, 여보. 잠깐 얼굴 볼까?
무슨 일이에요??
그냥 오라고 하면 오겠지 뭐 물어볼 게 그렇게 많아. 야, 돈 있어?
아니요, 정말 한 푼도 없어요.
한 푼도 없으면 뭐가 끝나? 저기 편의점 보이지? 가서 돈 벌어오는 성의 정도는 보여줘야지.
딱 5만원만 드리면 다음에 가주시는 건가요?
이 세상에 5만원을 누구 코에 대? 누구지, 어린애인 줄 아느냐. 그래, 쇼부를 하자. 딱 100만원만 받아와서.
100도요? 월급까지 2주나 남았는데 50만원만 결제해도 될까요?
누구를 호구로 보는가. 심하게 맞아서 병원비로 다 고개 들고 싶어? 나는 합의하지 않고 한 번 들어오면 돼. 편의점에 들어가서 엉터리 짓을 하는 모습을 보이면 그 날이 잿날이라고 생각하세요.
제발 조금만 줄여주세요."
934,3821,갈취 대화,"자위 영상 보내 빨리. 아 그리고 궁금한게 있는데 학교 어디 다녀?
 응 여기있어 그건 왜? 나 동국대학교 다녀
 너가 보내준거 잘 받았고 카카오뱅크 0134567899 로 500만원 입금해
 내가 그런 큰돈이 어딨어. 갑자기 돈은 왜?
 너 돈 안보내면 동국대학교 에 니가 어플로 여자한테 자위하는 영상 보내고 다닌다고 다 퍼뜨린다. 너 이름 뭐야? 말 안하면 뿌린다.
 미안해. 근데 진짜 나 돈 없어. 500만원을 어디서 구해 내 이름 민규야.
 그럼 뿌릴게 수고해. 아 페이스북이랑 인스타그램이 너 이름 검색해보니까 나온다. 500만원 보내주면 그때 다 지워줄께
 아 진짜 죄송해요. 다시는 자위 영상 안 보낼게요.한번만 용서해주세요.
 내가 특별히 한번 봐줘서 100만원 이번주까지 입금하면 영상 싹다 지울게. 안그러면 에 다 올린다. 트위터로 너 자위하는 영상 올릴거고 학교 게시판에 너 어플로 여자한테 동국대학교 박민규인데 성기 사진 보낸다고 다 소문낼거야. 알았어? 핸드폰 번호랑 집 주소 신분증 다 보내.
 알겠어요. 시키는대로 할테니까 제발 멈춰주세요. 부탁드리겠습니다",
935,3822,갈취 대화,"고객님 안녕하세요 이번에 가입한 상품과 관련해서 안내전화 드렸습니다
네 무슨 문제라도 있나요?
길동상품에 추가기능 안내드립니다. 기능 하나 추가당 오만원 비용이 발생합니다. 필수적으로 하시는걸 추천드려요.
꼭 필요한 부분인가요?
그렇진않습니다만 상품 사용시 불편함이 있습니다. 기본 사항의 경우 제한적인 기능만 사용가능합니다.
그럼 추가기능을 지불해야 사용에 불편함이 없는거네요?
네 그렇습니다
그럼 기능추가하도록 하겠습니다.","고객님 안녕하세요 이번에 가입한 상품과 관련하여 안내전화를 드렸습니다
네, 무슨 문제라도 있나요?
길동 상품에 추가 기능 안내해드리겠습니다. 기능 하나 추가당 오만원의 비용이 발생합니다. 필수적으로 하는 것이 좋습니다.
꼭 필요한 부분인가요?
그렇지는 않지만 제품을 사용할 때 불편함이 있습니다. 기본사항의 경우 제한적인 기능만 사용 가능합니다.
그럼 추가 기능을 지불해야 사용에 불편함이 없는거죠?
네 맞습니다
그럼 기능을 추가하도록 하겠습니다."
936,3823,갈취 대화,"야 같이 편의점 가자!
어 왜. 
아니 맛있는 거 좀 먹으러 가자구
응.
아 나 지갑이 없네. 나 2만원만 빌려주라.
너 저번에도 그렇게 하고 안 갚은 게 얼마얼마 돼. 이번엔 안 된다.
아니 빌려주라는 거지 달라는 거야? 이 새끼 또 그러네
너 카카오페이 쓰면 되잖아 저번에 내가 빵하고 넣어줬던거 있지 않아?
없다고. 그거 받은 지가 언젠데. 아유 진짜 찌질아
그럼 진짜 지인짜 마지막인데 2만원은 안되고 만원 선에서 해결해.","야, 같이 편의점 가자!
어, 왜.
아니 맛있는거 먹으러가자
그래。
아, 나 지갑이 없네. 나한테 2만원만 빌려줘.
너 저번에도 그렇게 안 갚은 게 얼마야. 이번에는 안 되겠다.
아니 빌려달라는거야 달라는거야? 이 녀석 또 그렇군
너 카카오페이 쓰면 되잖아. 저번에 내가 빵이랑 넣어준 거 있지 않아?
없다고. 그거 받은 지 오래됐는데. 아, 진짜 겁쟁이
그러면 진짜 아는 사람이 마지막인데 2만원은 안 되고 1만원 선에서 해결하고."
937,3824,갈취 대화,"야 나도 너 도시락좀 먹자 못가져왔어
너 저번에도 내꺼 다 먹었잖아
아 정말 돼지도 아니고 왜이렇게 욕심이 많아
그게 아니라 너는 너가 다 먹으니까 그런거지
하.야 내가 먹으면 얼마나 먹는다고 그리고 너 살빼야될 것 같은데?
뭐?.너 그게 할소리야?
아니 그렇잖아 너 많이 먹어서 내가 대신 먹어주는데 고마워해야하는거 아니야?
하. 그래 고맙다 고마워
또 그렇게 비꼬아서 말하진 말자화날것같으니까?
알았어 미안","야, 나도 너 도시락 먹어야지. 가지고 오지 않았다
너 저번에도 내꺼 다먹었잖아
진짜 돼지도 아닌데 왜 이렇게 욕심을 내냐
그게 아니라 너는 네가 다 먹어서 그래
하.야, 내가 먹으면 얼마나 먹어. 그리고 너 다이어트 해야 되는 거 아니야?
어? 너 그게 할 말이야?
아니, 그렇지 않나. 너 많이 먹고 내가 대신 먹는데 고마워해야 하는거 아니야?
다. 그렇지. 고마워요, 고마워요
또 그렇게 빈정거리지 말자. 혼날 것 같아서?
알았어 미안해"
938,3826,갈취 대화,"아저씨! 여기 국에 칼날 들어간거 보이지? 내가 이거 먹고 큰일나면 어쩔 뻔했어?
혹시 꾸미신 일 아닙니까? 저희 가게는 세라믹 칼 써서 이 은색칼날이 들어갈리 없는데요.
내가 나 다치게 하려고 이런 일 꾸미겠나? 사과도 못 할망정 꾸민 일 이라고?
그게 아니고 합리적인 의심을 하는거죠. 저희 가게는 쇠로 된 칼 안 쓰니까. 돌려볼까요?
아니. 그. 그래 보던가! 그대신 칼 들어가 있던거면 각오하는 게 좋을거야.
여기 보이시죠. 은색 반짝 거리는거 손님이 국에 넣으신거잖아요. 사기치셨네요 맞죠?
한 번만 용서해주시게. 내가 국밥 낼 돈도 없어서 이런 짓을 했어. 그냥 조용히 나갈테니 한 번만 넘어가 주시게.
에이 그렇게는 안되죠. 제가 경찰에 신고 안 할테니까 아저씨 손가락에 있는 금반지 주세요.
이거.? 이거 결혼반지라 잃어버리면 안되는데.
그럼 지금 경찰에 신고할게요. 아내분께서 아시면 얼마나 어이 없어하실지 동네 창피하시겠네요.
아 내가. 내가. 이 결혼반지 두고 나갈게. 신고 하지 말아줘 부탁이네.","아저씨! 여기 수프에 칼 든 거 보이지? 내가 이거 먹고 큰일 나면 어쩌려고 그랬어?
혹시 꾸민 일 아닌가요? 저희 가게는 세라믹 나이프를 사용하고 있기 때문에 이 은색 칼날이 들어갈 리가 없습니다만.
내가 나를 다치게 하기 위해 이런 일을 꾸미는 거야? 사과도 못할 정도라도 꾸민 일이라고?
그게 아니라 합리적인 의심을 하는 거죠. 우리 가게는 쇠칼 안 쓰거든. 돌려볼까요?
아니, 그렇게 해! 대신 칼이 들어 있었다면 각오하는 게 좋아.
여기 보이죠? 은빛 반짝이는 거 손님이 국물에 넣었잖아요. 사기를 쳤군요. 그렇겠지요?
한번만 용서해줘. 내가 국밥을 낼 돈도 없어서 이런 짓을 했어. 그냥 조용히 나갈테니 한번만 봐줘.
네, 그렇게는 안 돼요. 내가 경찰에 신고하지 않을 테니 아저씨 손가락에 있는 금반지를 주세요.
이거? 이거 결혼반지라서 잃어버리면 안 되는데.
그럼 지금 경찰에 신고하겠습니다. 부인이 알면 얼마나 기가 막힐지, 이웃의 창피한 일이겠지요.
아, 내가. 내가. 이 결혼반지를 두고 갈게. 신고하지 말아줘, 부탁이야."
939,3830,갈취 대화,"너 얼마잇나
그걸 왜 물어
요즘 힘드러서
그래서?
니 돈 많자나
없어 
돈없으면 멀로 때울래
내가 왜 줘야 하는데
넌 약자잖아
넌 강자냐","당신 얼마나 있을까
그걸 왜 물어
요즘 힘들어서
그래서?
너, 부자잖아
없어요
돈이 없으면 어떡하나
내가 왜 줘야 돼
너는 약자잖아
너는 강자냐"
940,3833,갈취 대화,"너 돈 좀 있냐
왜 그래요 아빠
돈 좀 있으면 줘봐
또 경마장 가시려고 그러죠?
어디서 어른한테 말대답이야
어딜 뒤지는 거예요 이러지 마세요
돈 어딨어?
안돼요 아빠
술 마셨어요?
술 마실 돈이 어디있어 빨리 내놓으란 말야
아빠 제발!!","당신 돈 좀 있어요
무슨 일이에요, 아버지
돈이 좀 더 있으면 줘
또 경마장에 가려고 하시는 거죠?
어디서 윗사람에게 말대꾸를 하느냐
어디를 찾고 있나요 하지말아주세요
돈은 어디에 있어?
안 돼요, 아빠
술 드셨어요?
술 마실 돈이 어디 있어. 빨리 내래
아빠, 제발!!"
941,3834,갈취 대화,"학생 이것 좀 도와줄 수 있어?
네.? 어떤
아니 우리가 밖에서 뭘 하는데 밖이 너무 추워서 집에서 커피 좀 타서 갖다줘
네? 제가 왜요?
어른이 말하는데 말이 왜 이렇게 많아
아니 제가 그걸 왜.
집에 커피 좀 있지? 그거 타서 갖다줘
네.?
무턱대고 들어와서 커피 여기 있네 이거 타서 갖고와
아니 이거 몇개 안되는데
가지고와!","학생, 이것 좀 도와줄래?
네? 어떤
아니, 저희가 밖에서 뭔가를 하고 있어서 밖이 너무 추워서 집에서 커피를 내려서 가져와
어? 제가 왜 그래요?
어른이 얘기하는데 왜 이렇게 말이 많아
아니, 내가 그걸 왜.
집에 커피 있지? 그거 타고 가져와
네?
아무 생각 없이 들어와서, 커피 여기 있다. 이거 넣어서 가져와
아니, 이게 몇 개 안 되는데
가져와!"
942,3838,갈취 대화,"저기요 이리 오세요 에 다 찍혔으니까
죄송합니다. 배가 고파서. 진짜 반성하고 살겠습니다. 며칠 굶으니까 너무 배고파서 우유 하나 훔쳤습니다.정말 죄송합니다.
어쨌든 훔친거 범죄인거 아시죠?
네. 잘 압니다. 근데 저도 사정이 사정인지라 한 번만 용서해주시면 안될까요? 다음부터 이런 일 없도록 하겠습니다.
음. 훔친건 어쨌든 범죄니 처벌 받아야 한다는 생각에 동의 하시나요?
진짜 한 번만 봐주세요. 다음부터 안 그러겠습니다.
그럼 경찰에 신고 안 하고 저희뜻대로 합의 해보죠. 훔친건 처벌 받으셔야 하니 훔친 댓가로 물건 값의 30배인 6만원내세요.
네? 진짜 제가 그럴만한 돈이 없어요. 왜 우유를 사지도 못 하고 훔쳤겠어요.물론 제가 당당하다는건 아니지만 6만원은 너무 어렵습니다.
그럼 뭐 경찰에 신고 하는거 지켜보시거나 5일동안 일당 없이 슈퍼에서 몸으로 때워서 갚으세요.
진짜 이런 선택밖에는 없을까요.?
그럼 경찰에 신고할 까요? 인력을 주시던 돈을 주시던 하시라고요.
그럼 우유값만 지불하는건 안될까요.?
참나 상황 모면하려고 애쓰네 그냥 돈 내놔요. 아니면 일을 하던 하라니까요? 짜증나게 하지말고 그냥 빨리 골라요.","죄송합니다. 이쪽으로 오세요. 다 찍혔으니까
죄송합니다. 배가 고파서. 정말 반성하고 살겠습니다. 며칠 굶었더니 너무 배고파서 우유 하나 훔쳤어요. 정말 미안합니다.
어쨌든 훔친 건 범죄라는 거 아시죠?
네, 잘 알겠습니다. 그런데 저도 사정이 있어서 한번만 용서해주시면 안될까요? 다음부터 이런 일이 없도록 하겠습니다.
음. 훔친 것은 어쨌든 범죄이기 때문에 처벌을 받아야 한다는 생각에 동의합니까?
정말 한번만 봐주세요. 다음부터는 그러지 않을게요.
그럼 경찰에 신고하지 말고 우리 뜻대로 합의해 봅시다. 훔친 물건은 처벌받아야 하니 훔친 대가로 물건 값의 30배인 6만원을 내세요.
네? 정말 저는 그렇게 돈이 없어요. 왜 우유를 사지도 못하고 훔쳤을까요? 물론 제가 당당하다는 건 아니지만 6만원은 너무 어려워요.
그럼 경찰에 신고하는 것을 지켜보거나 5일간 일당 없이 슈퍼에서 몸을 던져 상환하십시오.
정말 이런 선택밖에 없을까요?
그럼 경찰에 신고할까요? 인력을 줘도 돈을 줘도 돼요.
그럼 우유값만 지불하면 안될까요?
참, 상황을 모면하려고 노력하고 있네. 그냥 돈을 내세요. 아니면 일하던 곳에서 하시지요? 짜증나게 하지 말고 그냥 빨리 고르렴."
943,3841,갈취 대화,"어이 학생 !
 네 ? 저요 ?
 그래 너 이리 와바
 네 ? 왜.그러시는데요.?
 돈 좀 있냐 ?
 아니요 없어요.
 주머니에 그건 뭐야 ?
 이거 돈 아니에요.
 꺼내봐 한번 나올때마다 한대씩이야.
 이거 진짜 아니에요.!","야, 너!
어? 저요?
그래요 당신 이리 와
어? 왜? 그런데요?
돈 좀 있어?
아니요, 없어요.
주머니의 그것은 뭐야?
이건 돈이 아니에요.
꺼내봐, 한 번 나올 때마다 한 대씩이야.
이건 정말 아니에요!"
944,3842,갈취 대화,"친구야 돈 있나 혹시?
아니 없는데?
에이 친한친구끼리 왜그래?
너 저번에 빌려간거나 갚아 벌써 한달째 안주고 있잖아
내가 언제 돈을 빌렸지?너네 기억나?
아니 뭔소리야 그게?
너네 지금 이게 삥뜯는거야.
야 말이 심하다 빌려줄거면 좋게 빌려주던가 또 손 올라가게하지?
아.아니
쫄았니?쫄았어?",
